,Stadtviertel,Stadtviertel Latitude,Stadtviertel Longitude,Venue,Venue id,Venue Latitude,Venue Longitude,Venue Category,Stadteil
107,Lüttich Kaserne,51.002110508079795,6.9187383439647165,Bäckerei Heinemann,52b96b23498e8e607546fe9c,50.99666571405908,6.914053908675239,Bakery,Neu-Longerich
108,Lüttich Kaserne,51.002110508079795,6.9187383439647165,Rechtsanwälte Dr. Vera Boy und Dr. Manfred Herrmann,5ea23c310281fa0008af0bd3,50.9983821,6.9199401,Lawyer,Neu-Longerich
110,Lüttich Kaserne,51.002110508079795,6.9187383439647165,H Longericher Straße,4cecb1254cd4236a900fa463,50.996009496446064,6.914581362183452,Tram Station,Neu-Longerich
111,Lüttich Kaserne,51.002110508079795,6.9187383439647165,Pizzeria La Piccola,4d9601982bd6f04d86f32b50,50.995981589565844,6.914116619656631,Pizza Place,Neu-Longerich
112,Lüttich Kaserne,51.002110508079795,6.9187383439647165,H Meerfeldstraße,4e6727bfd22d12d83aa2d83b,50.995296,6.920162,Tram Station,Neu-Longerich
113,Lüttich Kaserne,51.002110508079795,6.9187383439647165,Bäckerei Croissini,4da52a0ff7b16558260d30e6,50.99474224360794,6.925620016742094,Bakery,Gartenstadt-Nord
114,Lüttich Kaserne,51.002110508079795,6.9187383439647165,H Herforder Straße,4d4328ee65ea6ea8be3fb179,50.994564172591055,6.925522685050964,Tram Station,Gartenstadt-Nord
126,Alt-Longerich,50.99699401438361,6.907303686297437,DaEnzo,4cbc7fbf0180721e37eca461,50.99690497555047,6.905521077482292,Italian Restaurant,Alt-Longerich
127,Alt-Longerich,50.99699401438361,6.907303686297437,WagShack,510d64cce4b005682d1347a6,50.988993935792024,6.911607467585952,Hookah Bar,GE Longerich
128,Alt-Longerich,50.99699401438361,6.907303686297437,Odendahl & Heise,4ceb667b9f776ea86deb6d22,50.988890405651134,6.907886921322027,Auto Dealership,GE Longerich
132,Alt-Longerich,50.99699401438361,6.907303686297437,Kraus,4f716430e4b099f56de41131,50.99023250222463,6.906776108730386,Bakery,GE Longerich
133,Alt-Longerich,50.99699401438361,6.907303686297437,Gelateria Zandanel,4df8b977d164d347cc735c4d,50.99685820298329,6.905313529410467,Ice Cream Shop,Alt-Longerich
134,Alt-Longerich,50.99699401438361,6.907303686297437,Newzella,4f099227e4b0c3ff85139ca4,50.99686168659742,6.90549131662299,Bakery,Alt-Longerich
136,Alt-Longerich,50.99699401438361,6.907303686297437,Bäckerei Kraus,4bd976c40115c9b66d517780,50.993416,6.905304,Bakery,Lützlongerich
140,Alt-Longerich,50.99699401438361,6.907303686297437,Gaetano Di Napoli,570fab78498ec926618d5e76,50.9900336,6.907558099999999,Mattress Store,GE Longerich
149,Neu-Longerich,50.992535626829955,6.9184470755570935,ALDI SÜD,4b768a1bf964a52014512ee3,50.98432678744263,6.9141701951065215,Supermarket,GE Bilderstöckchen
150,Neu-Longerich,50.992535626829955,6.9184470755570935,Heilig Geist-Krankenhaus,4cdd7de6fc9737047362dc05,50.99233144561298,6.92407581738812,Hospital,Germania Carré
158,Neu-Longerich,50.992535626829955,6.9184470755570935,Schneider's Getränkemarkt,52c2ae60498e94d9c01fbb15,50.986826,6.910125,Liquor Store,GE Longerich
161,Alt-Worringen,51.063232661571924,6.864508293222719,Hotel Krone,5079b7d0e4b05b62b33bef43,51.06534194946289,6.866322994232178,Hotel,Alt-Worringen
162,Alt-Worringen,51.063232661571924,6.864508293222719,Hotel Matheisen,4d8e5005c1b1721e5d972d46,51.06453508290501,6.866395099445267,Hotel,Alt-Worringen
163,Alt-Worringen,51.063232661571924,6.864508293222719,EDEKA Stahl,4fec536cebcae106543338f1,51.06366677,6.86100064,Supermarket,Alt-Worringen
164,Alt-Worringen,51.063232661571924,6.864508293222719,"Volksbank Rhein-Erft-Köln eG, Filiale Worringen",59142a265315932e7f406373,51.06087950000001,6.8610285,Bank,Alt-Worringen
165,Alt-Worringen,51.063232661571924,6.864508293222719,Sportpark Erdweg,4cf1399fe3b9a093e94a3d53,51.06000485543491,6.861949335056643,Basketball Court,Germania Carré
166,Alt-Worringen,51.063232661571924,6.864508293222719,PENNY,4f9ce9aee4b060916936b4f1,51.070488198090466,6.8601425014319375,Supermarket,GI Worringen
167,Alt-Worringen,51.063232661571924,6.864508293222719,ALDI SÜD,4f8bc6d4bb3d0cb6b5bae3d0,51.07079470858836,6.859546688460114,Supermarket,GI Worringen
168,Am Worringer Bruch,51.05595869568549,6.881589968591229,Ankerplaats Dormhagen,5567df07498e59fc63b49201,51.05605022657342,6.893895887944385,Pier,Germania Carré
169,Thenhoven,51.04531469590345,6.852913913768644,Worringer Bruch,4f7ee96de4b0a69a223c3900,51.047504,6.855537,Nature Preserve,Germania Carré
170,Thenhoven,51.04531469590345,6.852913913768644,ALDI SÜD,4de906ce45dde4a28d5e8bdb,51.0497040396101,6.852566599845886,Supermarket,Roggendorf
171,Thenhoven,51.04531469590345,6.852913913768644,EDEKA Jung,5b1304e9724750002c10d293,51.0507387,6.8494115,Supermarket,Roggendorf
172,Thenhoven,51.04531469590345,6.852913913768644,S Köln-Worringen,4b5c8605f964a5204b3429e3,51.05223384619561,6.852048183875784,Light Rail Station,Roggendorf
173,Rheinkassel,51.039975669825374,6.9336025268213755,Kasselberger Gretchen,55548adf498e50baab4f712d,51.038647,6.946368,German Restaurant,Kasselberg
174,Rheinkassel,51.039975669825374,6.9336025268213755,"Stahl- und Metallbau Arnold Menz, Tina Lang e.K.",5e315f93ce5c4e0008ee8784,51.04084512,6.93340806,Miscellaneous Shop,Rheinkassel
175,Rheinkassel,51.039975669825374,6.9336025268213755,Kasselberger Hühnerhof,5d6bac72b736c900082e8e6b,51.039246,6.94441,Market,Kasselberg
176,Rheinkassel,51.039975669825374,6.9336025268213755,Kraus Backstube,4f0cfcf7e4b04ebcb93e6098,51.034740563437076,6.92598286418614,Bakery,GE Feldkassel
177,Siedlung Blumenberg,51.03677315462603,6.886281765592387,S Köln-Chorweiler Nord,4f96a881e4b000e74bc7d3cb,51.037713300198966,6.888621611935011,Light Rail Station,Siedlung Blumenberg
178,Siedlung Blumenberg,51.03677315462603,6.886281765592387,S Köln-Blumenberg,4f130d46e4b067f6713e9524,51.03751761691446,6.883766367617575,Light Rail Station,Siedlung Blumenberg
179,Siedlung Blumenberg,51.03677315462603,6.886281765592387,TK Maxx,4eccb36ce5e8f3b6bd15165d,51.02899336706135,6.892107725143433,Clothing Store,Siedlung Chorweiler-Nord
180,Siedlung Blumenberg,51.03677315462603,6.886281765592387,LEDO,5683d4ce498e7c65bc4e3399,51.02839474070131,6.890961030667183,Supermarket,Siedlung Chorweiler-Nord
182,Kasselberg,51.03894506045267,6.944748297530526,Hitdorfer Laach,5007eb21582f1a69ad6b9acf,51.045535664731865,6.944561004638672,River,Germania Carré
184,Kasselberg,51.03894506045267,6.944748297530526,Schrankenanlage A1 Leverkusener Brücke (West),58e7d0b67220e62112df5921,51.04202327575797,6.956297048301304,Intersection,Germania Carré
185,Kasselberg,51.03894506045267,6.944748297530526,Im Cafe Büdche bei Hilde,4f59dd2de4b0aaabf4a05e79,51.03272997627075,6.934903766431212,Café,GI Merkenich-Nord
187,GE Feldkassel,51.035471170926584,6.9208498653688295,Boels Verleih GmbH Köln - Nord,5f1a8f82938b7c3b5e460e57,51.0379174,6.914671299999999,Rental Service,GE Feldkassel
188,GE Feldkassel,51.035471170926584,6.9208498653688295,ORTH GmbH & Co. KG,5f886de34e6337189a818647,51.03550803372177,6.931109687171948,Hardware Store,GE Feldkassel
189,GI Merkenich-Nord,51.028262124691324,6.938111859159455,Regattabahn Köln-Fühlingen,4daaad3643a1128196fe0213,51.02406731699526,6.927480697631836,Canal,Germania Carré
190,GI Merkenich-Nord,51.028262124691324,6.938111859159455,AS Köln-Niehl (100),51b9edee498ef42748c5e704,51.023998,6.94293,Intersection,Germania Carré
191,GI Merkenich-Nord,51.028262124691324,6.938111859159455,H Merkenich,4dde805b52b155583e035fff,51.02844784449252,6.948048716030314,Tram Station,GI Merkenich-Nord
192,GI Merkenich-Nord,51.028262124691324,6.938111859159455,Cologne Triathlon Weekend,5220acf011d2ccce7cdfcad5,51.02206071568148,6.929126109003018,Athletics & Sports,Germania Carré
193,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,Lidl,4fcf61163ac6d9ec9903729f,51.02523645776217,6.889133155345917,Supermarket,Germania Carré
194,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,REWE Peter Knakowski,50b0a876e4b0af521a826f84,51.0224630715265,6.897273763608041,Supermarket,Chorweiler
196,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,City-Center Köln-Chorweiler,4be9cdba1838952191c30acf,51.02139387783427,6.897648779527029,Shopping Mall,Chorweiler
197,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,dm-drogerie markt,526bc2e311d2142acf452691,51.0213817,6.8959391,Drugstore,Chorweiler
198,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,H&M,52568d0e11d2dd70a83d9b92,51.02102,6.895935,Clothing Store,Chorweiler
199,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,MediaMarkt,50588b57e4b02ba604095411,51.02252747495653,6.897358613921858,Electronics Store,Chorweiler
200,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,Garda Café,52e14f5211d2fd3fbfb4c775,51.02178642664113,6.896179749483148,Café,Chorweiler
201,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,Eiscafe Cristallo,52c1bbb811d2e3a97b1cf1d3,51.02176284790039,6.896612167358398,Café,Chorweiler
203,Siedlung Chorweiler-Nord,51.02972007154684,6.89278643020172,Tokyoto Restaurant,527e3c22498e9028344cb626,51.02110136995758,6.896803365023539,Sushi Restaurant,Chorweiler
207,Weiler,51.02285878537032,6.881849409301102,Kellerschachtreinigung Stefan Bartenbach,5f5244d61ea93d2567c2289e,51.014713,6.887249,Home Service,Volkhoven
208,GI Merkenich-Süd,51.01965221439974,6.957446105605827,Schattenparadies GmbH,5c14ae7efd9d73002ce66c9b,51.0229275,6.9603361,Furniture / Home Store,Merkenich
209,GI Merkenich-Süd,51.01965221439974,6.957446105605827,H Merkenich-Mitte,4cea1933e888f04dd6844b6b,51.02436837330447,6.953207249288478,Tram Station,Germania Carré
210,GI Merkenich-Süd,51.01965221439974,6.957446105605827,Bäckerei Schneider,5b4db3b182a750002c331f4b,51.025263,6.959114,Bakery,Merkenich
211,GI Merkenich-Süd,51.01965221439974,6.957446105605827,Eiscafé Dolomiti,530a029f11d28fff653e9968,51.02539588552844,6.958853057683921,Ice Cream Shop,Merkenich
212,GI Merkenich-Süd,51.01965221439974,6.957446105605827,Merkenicher Imbiss,4e3e875fb61cb577be858daf,51.0263289280775,6.957840391183261,Food,Merkenich
213,GI Merkenich-Süd,51.01965221439974,6.957446105605827,Fliesen Vesen GmbH,5efd9b8e9024e00008ccea2e,51.02728999999999,6.9556615,Construction & Landscaping,Merkenich
215,Siedlung Oranjehof,51.01672471326625,6.91606362058195,Seepavillion Fühlinger See,4e5fb3a11838d10f59470f84,51.02167495726771,6.919809579849243,Gastropub,Germania Carré
216,Siedlung Oranjehof,51.01672471326625,6.91606362058195,Blackfoot Beach,4c0a3319009a0f470cf9e8bf,51.02133414562423,6.920217275619506,Beach,Germania Carré
219,Siedlung Oranjehof,51.01672471326625,6.91606362058195,Hochseilgarten Fühlinger See,4e5fb5458877694559dcf100,51.01873032126536,6.9202003914193035,Rock Climbing Spot,Germania Carré
220,Siedlung Oranjehof,51.01672471326625,6.91606362058195,Paintball Köln,51696130e4b0da795b51c975,51.01923751591095,6.91945828418174,Paintball Field,Germania Carré
221,Siedlung Oranjehof,51.01672471326625,6.91606362058195,Blackfoot Freizeitpark,57037fd9cd1005fc4538c585,51.0196772,6.919002500000033,Recreation Center,Germania Carré
222,Siedlung Oranjehof,51.01672471326625,6.91606362058195,GERONIMO FILM,57987f5d498e8ee9e0c80f2e,51.01397425254894,6.904376685652095,Film Studio,Baum-Siedlung
223,Siedlung Oranjehof,51.01672471326625,6.91606362058195,Fühlinger See,4c66ac239cb82d7f7a2691d2,51.023744,6.923615,Lake,Germania Carré
228,Seeberg-Mitte,51.01581092987877,6.907915769399814,BackWerk,5324167f498eb7c41328282b,51.02032999999999,6.89799,Bakery,Chorweiler
229,Seeberg-Mitte,51.01581092987877,6.907915769399814,McDonald's,50d335773d7c145df3e87e4b,51.02057152831713,6.896817684173584,Fast Food Restaurant,Chorweiler
231,Seeberg-Mitte,51.01581092987877,6.907915769399814,S+U Chorweiler,4df8f99245dd816eb5a8abb9,51.02154485997527,6.903217786117254,Light Rail Station,Seeberg-Nord
233,Seeberg-Mitte,51.01581092987877,6.907915769399814,H+U Chorweiler,4f5d9f61e4b0838069593be1,51.020711019945956,6.897861288160332,Metro Station,Chorweiler
235,Seeberg-Mitte,51.01581092987877,6.907915769399814,myToys Filiale Köln-Chorweiler,51e9653e498e67c37a9ec1a4,51.020808155256795,6.897758249443838,Toy / Game Store,Chorweiler
237,Seeberg-Mitte,51.01581092987877,6.907915769399814,Netto Filiale,57112a0acd10de71ae6b1b50,51.02069039,6.8965216,Supermarket,Chorweiler
240,Seeberg-Mitte,51.01581092987877,6.907915769399814,Deichmann,4cfe76b766ee9eb05e82a64e,51.02101318,6.896360857,Shoe Store,Chorweiler
252,Siedlung Stammheim-Nord,50.98975986050619,6.995536945460973,Schlosspark Stammheim,4de22c8418385df2b01ceede,50.9872983679765,6.983152627944946,Sculpture Garden,Germania Carré
253,Siedlung Stammheim-Nord,50.98975986050619,6.995536945460973,REWE,5bdec2609de23b002c6df226,50.988077,6.992198,Liquor Store,Stammheim
254,Siedlung Stammheim-Nord,50.98975986050619,6.995536945460973,Hotel Friends Köln,4bc8e940762beee101af3d38,50.998428593382044,6.99561918916778,Hotel,Bayer-Siedlung
255,Siedlung Stammheim-Nord,50.98975986050619,6.995536945460973,Stammheimer Wäldchen,4dbbc473fa8cee72733a8f58,50.9929063634003,6.995887756347656,Park,Germania Carré
256,Siedlung Stammheim-Nord,50.98975986050619,6.995536945460973,Italienisches Eiscafé De Marco,4befb63951f2c9b6a3dcf092,50.98681390285492,6.99130654335022,Ice Cream Shop,Stammheim
257,Siedlung Stammheim-Nord,50.98975986050619,6.995536945460973,Netto Filiale,4c5a86b52091a5938c8b5fd0,50.98588,6.99698,Supermarket,Siedlung Stammheim-Süd
258,Siedlung Stammheim-Nord,50.98975986050619,6.995536945460973,S Köln-Stammheim,4c7543b4b474a1cd4cb7b8bf,50.98981813832161,7.001879477342738,Light Rail Station,Siedlung Stammheim-Nord
