,Stadtteil,Venue,Venue id,Venue Latitude,Venue Longitude,Venue Category,Correct Stadtteil?
1305,Ehrenfeld,Kaffeebud Ehrenfeld,51b46667498ebe9d49d4c5ed,50.95165099572768,6.922659943836585,Café,True
1306,Ehrenfeld,Café Sehnsucht,4b058869f964a5202fc422e3,50.949969738268486,6.923212599845336,Café,True
1307,Ehrenfeld,Van Dyck Rösterei,4c20d7ef14bfef3b310942bc,50.949294283914256,6.922660866620822,Coffee Shop,True
1308,Ehrenfeld,Haus Scholzen,4b51a1fcf964a5204e5127e3,50.9471370807692,6.923044432753385,German Restaurant,True
1309,Ehrenfeld,Weltempfänger,4bb59abb941ad13a6f691ee3,50.946248015637536,6.925467460467267,Hostel,True
1310,Ehrenfeld,Taverne Alekos,4b6b186ef964a5207af22be3,50.94773355713857,6.921719478524409,Taverna,True
1311,Ehrenfeld,Café Schwesterherz,4ce7c847f8653704cbe3abc4,50.94685408468222,6.923818786407203,Café,True
1312,Ehrenfeld,Maison Baguette,4b587314f964a520525828e3,50.94736,6.922932,Sandwich Place,True
1313,Neuehrenfeld,Trattoria Salento,4b05886ff964a520d7c522e3,50.95461821810254,6.924996033193081,Trattoria/Osteria,True
1314,Ehrenfeld,cafecafe,4f97ea66e4b0cb04ce2b7360,50.94642003777938,6.924904241005323,Café,True
1315,Ehrenfeld,Pfeiler Grill,4bc210d92a89ef3b7925f388,50.95158871779485,6.92557878855235,Greek Restaurant,True
1316,Ehrenfeld,Edelgrün,592ad1242be4255fb7b62dc6,50.946604728770886,6.924192207722926,Gluten-free Restaurant,True
1317,Ehrenfeld,meer sehen,4b190520f964a52037d723e3,50.94915277731301,6.919536221933498,Tapas Restaurant,True
1318,Ehrenfeld,Sushi Ninja,4f213a6ce4b0628b54267e51,50.9469861052623,6.9234368579549,Sushi Restaurant,True
1319,Neuehrenfeld,Café Franck,4b6c2043f964a5201b252ce3,50.95614121453656,6.922532056850916,Café,True
1320,Ehrenfeld,"""L""",4d6085ac5c39b1f79978054a,50.952229,6.920724,Bar,True
1321,Ehrenfeld,Simit Sarayi,5200faf8498e70dc61acab5f,50.94810733064583,6.920995046599171,Café,True
1322,Ehrenfeld,Neptunbad,4b5557a2f964a52008e227e3,50.94737072451182,6.9192613839572354,Spa,True
1323,Ehrenfeld,ehrenfeld.cafe,531a3291498e92595960300c,50.94575388923822,6.926737725734711,Café,True
1324,Neuehrenfeld,pane e ciocolata,4b59ed1af964a52071a128e3,50.95416482908761,6.92449981395004,Italian Restaurant,True
1325,Ehrenfeld,Pizza e Caffé,4ddc0030d4c082f960bcccbc,50.95171750334456,6.925359127846661,Pizza Place,True
1326,Ehrenfeld,Bumann & Sohn,58791a7752a05106f28f71f4,50.95211480469088,6.918134706967542,Bar,True
1327,Ehrenfeld,Königsblut,4b05886af964a5204dc422e3,50.946968666592525,6.921688870468963,Bar,True
1328,Neuehrenfeld,Bäckerei Becher,4e9a9e3c4901d3b0b6ff3cee,50.95453655940608,6.92483501734336,Bakery,True
1329,Ehrenfeld,LizBÄT,4a12fc13f964a520aa771fe3,50.94768771068669,6.9209685333903455,Creperie,True
1330,Ehrenfeld,Kebapland,50227319e4b04d1e262f8ac3,50.95086730643867,6.915642246157786,Kebab Restaurant,True
1331,Neuehrenfeld,Essers Gasthaus,4c1d1b93b306c9286ffc64b7,50.95668391931535,6.927005659896848,Restaurant,True
1332,Ehrenfeld,speisemeister,4ba8b27df964a520c7e739e3,50.95485313488032,6.917377257282534,Restaurant,True
1333,Ehrenfeld,Balloni,4b058873f964a520f2c622e3,50.9509904,6.9178279,Gift Shop,True
1334,Ehrenfeld,Goldmund Literaturcafe,4b5caee6f964a5203e3e29e3,50.951201,6.919985,Café,True
1335,Ehrenfeld,Secco,4f1ffcfce4b02792a7731c50,50.9477430118881,6.922661135037987,Wine Bar,True
1336,Ehrenfeld,Supasalad,5a53334c286fda5998ed4d31,50.94769356370403,6.92213451859061,Salad Place,True
1337,Ehrenfeld,Eisfeld,55d4bfd7498e3f81a27f4060,50.95153772474993,6.91910966556668,Ice Cream Shop,True
1338,Ehrenfeld,Gelato é Via,522881ed11d2996ccea8c1aa,50.94653632560853,6.924836039543152,Ice Cream Shop,True
1339,Ehrenfeld,ARTheater,4b058870f964a52020c622e3,50.95307194791581,6.918930789617311,Nightclub,True
1340,Ehrenfeld,Alanya Firini,4c5a85a56407d13a78d1b428,50.954047,6.919833,Turkish Restaurant,True
1341,Ehrenfeld,Gyrosland,4e1ee79462840ee80744fbb0,50.94625123947312,6.918857207809974,Greek Restaurant,True
1342,Ehrenfeld,Defne Backstube und Kebaphaus,4c2d96a576a7ef3be2cbdeb8,50.94696541159758,6.923484468439317,Turkish Restaurant,True
1343,Neuehrenfeld,XTRAFIT,54864169498eb267507c50b3,50.953162594296806,6.9378525182039725,Gym / Fitness Center,True
1344,Ehrenfeld,Fridolin,510bb212e4b0bdbff05f9626,50.94956894537282,6.920005998595696,Café,True
1345,Ehrenfeld,Jaely's,4b56f539f964a520a72028e3,50.947562091569175,6.922491788864136,Café,True
1346,Ehrenfeld,Wallczka,59693376c0cacb445156bc35,50.955421,6.915682,Tapas Restaurant,True
1347,Ehrenfeld,Saudade,4cf5888d71538cfa45bfaf2e,50.94826708209128,6.920645139928433,Portuguese Restaurant,True
1348,Ehrenfeld,Colosseum,4ba3de5bf964a520676838e3,50.953935,6.920213,Italian Restaurant,True
1349,Ehrenfeld,Piccola L'Originale,4b6ab8dbf964a5208bdd2be3,50.94664836946353,6.924272986900734,Pizza Place,True
1350,Ehrenfeld,Café Rotkehlchen,510d6a7fe4b04d3f92aea8f2,50.95254965224332,6.913095553372475,Café,True
1351,Ehrenfeld,Eiscafe Liliana,4b8d08cbf964a5202ce532e3,50.955114,6.917176,Ice Cream Shop,True
1352,Neuehrenfeld,Bagatelle,591f23ec112c6c4c4ce973a4,50.955048,6.9252863,French Restaurant,True
1353,Ehrenfeld,Point One,4c912b75ae45224ba08ce597,50.94641527520146,6.924877568043869,Sports Bar,True
1354,Ehrenfeld,Hemmer,4b6d79b8f964a520f2762ce3,50.95168182632619,6.925758719444275,Rhenisch Restaurant,True
1355,Neustadt/Nord,Weißer Holunder,4b05886bf964a52086c422e3,50.94649411474652,6.938427328611663,Pub,True
1356,Ehrenfeld,Masala Empire,5169dc78e4b0f5d3ae0163be,50.94780727842959,6.919668240701723,Indian Restaurant,True
1357,Ehrenfeld,Selam Restaurant,4f89b239e4b01f95a325dc5a,50.9510067028867,6.917228855610623,Ethiopian Restaurant,True
1358,Ehrenfeld,Club Bahnhof Ehrenfeld,4bf3e8f3354e9c7446aa2602,50.95181823013617,6.915923224307484,Nightclub,True
1359,Ehrenfeld,Marieneck,4baa3ea2f964a52024573ae3,50.95287435011442,6.9154123696020005,Restaurant,True
1361,Ehrenfeld,Die Eisdielerin,563610c8498eaa6c5edec50f,50.95259184078867,6.912999091735085,Ice Cream Shop,True
1362,Ehrenfeld,dm-drogerie markt,4cd98afd145fa1cd452a0cbd,50.94920694456098,6.918657113290237,Drugstore,True
1363,Ehrenfeld,Karadağ Supermarkt,4bd2f7c9462cb713e336dd07,50.95355930355343,6.920990778078105,Supermarket,True
1365,Neustadt/Nord,Ristorante Pinocchio,4b94f1d4f964a520d18834e3,50.94633820166512,6.938572081152588,Italian Restaurant,True
1367,Ehrenfeld,Fräulein Frida,540af23e498e8ef1a07b6940,50.952721,6.922757,Café,True
1368,Ehrenfeld,Da Mario Pasta Pizza Vino,559d60a1498ecb97680083e5,50.95549,6.916232,Italian Restaurant,True
1370,Ehrenfeld,Theaterhaus,4b058871f964a52058c622e3,50.950205127815295,6.921365069457604,Theater,True
1372,Ehrenfeld,Antep Mangal,52c83d91498ebb322a018c99,50.94957827508061,6.917680294764832,Kebab Restaurant,True
1373,Neustadt/Nord,Maria Eetcafé,507c563de4b0e7d79b49d1cf,50.943751,6.933205,Pub,True
1374,Neuehrenfeld,Restaurant Pöttgen,4ca1a8f927d3bfb7b7064167,50.95598637908113,6.918878925306326,Restaurant,True
1375,Ehrenfeld,cafe goldbraun,54d20a0e498e221a8be09aa9,50.9444040784168,6.923556377638645,Café,True
1377,Ehrenfeld,Glowing Rooms,52b1cd87498efb55f4295603,50.950561,6.915872,Mini Golf,True
1378,Ehrenfeld,Yogissimo,53ee1267498edca69009ab37,50.950079239136365,6.916936413807529,Frozen Yogurt Shop,True
1379,Ehrenfeld,Çiğköfte VeganLand,5504aedc498eac4a3a9dc2f5,50.94787870297934,6.921362916011294,Cigkofte Place,True
1380,Ehrenfeld,Badenbaden,4b5b0007f964a52020de28e3,50.94730056489882,6.919347539631445,Restaurant,True
1381,Ehrenfeld,YUCA,55282787498e45d29647b971,50.9518004869112,6.916188039807956,Nightclub,True
1382,Neuehrenfeld,Moselstübchen,4d59a4a84d9a721e945b430e,50.95496970117678,6.918120706488246,Pub,True
1383,Ehrenfeld,Weinhandel Scholzen,4b5af117f964a5205edb28e3,50.94704868138624,6.923381292632511,Wine Shop,True
1384,Ehrenfeld,Piccola,4f462f29e4b080c03a3d85c5,50.952924,6.9128,Italian Restaurant,True
1385,Neustadt/Nord,Zum scheuen Reh,4b730205f964a52071952de3,50.94348909480048,6.933309547330518,Bar,True
1386,Neustadt/Nord,Herkulesberg,4c82d1afdc018cfac16ad36c,50.949910669877255,6.938511292628851,Hill,True
1388,Neustadt/Nord,Gewölbe,4de1ac9e1f6e3190ccfedc1f,50.94360188478204,6.933526093578041,Nightclub,True
1389,Neuehrenfeld,Wicleff,4b896857f964a520553332e3,50.95705753243133,6.918566641482533,Gastropub,True
1390,Neuehrenfeld,Lenauplatz,4e835ed3d5fbe8dbcc139fee,50.95702830470211,6.918696514774769,Plaza,True
1391,Ehrenfeld,Exquisit,52445d1c498e0b4801692f3f,50.945756501642215,6.918292238837052,Furniture / Home Store,True
1392,Ehrenfeld,Zimmermann's Reibekuchen,4ccab617b8c8224bfc7717ba,50.94710461473983,6.922936220986516,Vegetarian / Vegan Restaurant,True
1393,Neustadt/Nord,Colonius,4bcf2a089854d13a4c7df54d,50.94715313981372,6.931927800178528,Monument / Landmark,True
1394,Neuehrenfeld,Bäckerei Pastelaria Luso,4e8d4844b8f71a700b1939b5,50.95550477206878,6.932060285000858,Bakery,True
1395,Ehrenfeld,Trattoria Amalfi,4b7edadef964a5207e0430e3,50.94582837635584,6.926326104134837,Trattoria/Osteria,True
1396,Ehrenfeld,Cubana Bar Ehrenfeld,56d9eb79498e07b121d73b4d,50.952021,6.914144,Cocktail Bar,True
1397,Neuehrenfeld,Maifeld,4b545273f964a5207bb727e3,50.95593082901994,6.917564109099591,Modern European Restaurant,True
1398,Ehrenfeld,dm-drogerie markt,4b51a136f964a5203b5127e3,50.94696044921875,6.922391891479492,Drugstore,True
1399,Neuehrenfeld,Vasco Da Gama,4b8ea0dff964a520f32c33e3,50.95557853884186,6.932352116768696,Portuguese Restaurant,True
1400,Ehrenfeld,H Liebigstraße,4bb35af4715eef3b423286bb,50.95182636471965,6.925314570662201,Tram Station,True
1401,Ehrenfeld,Kamps,4b6cf19cf964a520505f2ce3,50.95061154975558,6.9278597733558405,Bakery,True
1402,Ehrenfeld,Fuji,4c876aa5e602b1f72566c77a,50.94723186298087,6.922852549110176,Japanese Restaurant,True
1403,Ehrenfeld,Telekom Shop,4e133d9e2fb6744af78f0a86,50.9482275,6.9208966,Mobile Phone Shop,True
1404,Neuehrenfeld,Traubenzeit,4fa025dce4b04840ba421795,50.95606554018197,6.917525519572772,Mediterranean Restaurant,True
1407,Mülheim,Burns Art Hotel,4dfa038b62e1e9a24368a963,50.95022585016435,6.989926882660141,Hotel,True
1434,Mülheim,Evim Restaurant,576fef95498e72c8ca05add4,50.95951138,7.00862215,Restaurant,True
1435,Mülheim,Yol Türkü Evi,515f62e6e4b04fbbe3398033,50.95957011914578,7.008687736941276,Lounge,True
1459,Mülheim,H Grünstraße,4ffd33cfe4b09e05b28f6519,50.95592187869335,7.000467909005174,Tram Station,True
1468,Brück,Novum Business Hotel Silence Garden,535aa535498efc245f142c17,50.94767958311824,7.086701353496109,Hotel,True
1469,Brück,Rossmann,503fbd0b7e2752ec471b55be,50.94521962322493,7.0748156632514165,Drugstore,True
1470,Brück,REWE City,4e1344f8d1647a0fff90f730,50.9450446,7.077148,Supermarket,True
1471,Brück,Kamps,4d7f0b69e7e1721e0850eb0b,50.94282887119801,7.0838206121812615,Bakery,True
1472,Brück,Meti Thai,4eb12b155c5c80159c883bcf,50.94725165208581,7.080043056453143,Thai Restaurant,True
1473,Brück,Brauhaus em Hähnche,4b05886bf964a520c0c422e3,50.94593125642428,7.080066435057077,Beer Garden,True
1474,Brück,"Weinhaus ""Zur Alten Schule""",4edb6cd846907c1b43debaf8,50.945603484193576,7.078569531440735,German Restaurant,True
1475,Brück,Bäckerei Schneider,5690c343498ed05fb5cf89de,50.94499,7.076652,Bakery,True
1476,Brück,Trattoria La Vecchia,4c43578a520fa593a183ccac,50.94496282399975,7.075799803244509,Trattoria/Osteria,True
1477,Brück,Schreibwaren Gillessen,4f1997efe4b099f9dcbfabdd,50.945438942449066,7.07492668891866,Paper / Office Supplies Store,True
1478,Brück,Stayincologne,4bb5176c2f70c9b676b78330,50.94547056819929,7.074304268399469,Bed & Breakfast,True
1479,Brück,H Flehbachstraße,4e2a7233227197a112cf0ec6,50.94779107251352,7.073410900147898,Tram Station,True
1480,Müngersdorf,Circlewood Stadium,4fdb0bc7e4b0f61a0a18c565,50.94025177715319,6.8711694717105845,Baseball Stadium,True
1481,Müngersdorf,Chinarestaurant Mandarin,4d1b1d2c6526a35dcbce0c16,50.95119191136788,6.856389313032074,Asian Restaurant,True
1482,Vogelsang,Seyri-alem,55afa1c6498e3cecfb317997,50.94752162002285,6.876946910654259,Moving Target,True
1483,Vogelsang,heilandt kaffeemanufaktur - Rösterei,517265fde4b0b3f53a1ba108,50.948779,6.87742,Coffee Shop,True
1484,Neustadt/Nord,Mercato Deluxe,4bf2ce4f98ac0f47ec2762a8,50.94814342585149,6.947495890872212,Italian Restaurant,True
1485,Neustadt/Nord,Just Fit 18 Premium,534eb31e498e21d276565ed0,50.9483441,6.94542483,Gym / Fitness Center,True
1486,Altstadt/Nord,Anya Imbiss,516d247de4b0aced3a7f3e21,50.9439785068747,6.944417559164652,Snack Place,True
1489,Neustadt/Nord,Hans im Glück - Burgergrill,544a3eb6498ee019d14516b9,50.947812,6.945021,Burger Joint,True
1490,Neustadt/Nord,MediaPark,4b54846bf964a52037be27e3,50.948044222928665,6.944461094320581,Business Center,True
1491,Neustadt/Nord,Residenz,4f7d4472e4b0f10f3c861d94,50.94410471018768,6.941983512081294,Indie Movie Theater,True
1493,Altstadt/Nord,Klingelpützpark,4c2708003703d13aca72a636,50.946233830171614,6.949195861816406,Park,True
1494,Neustadt/Nord,Sushi En,4bcee8f7937ca5937129af92,50.9471207026147,6.945095038799908,Sushi Restaurant,True
1496,Neustadt/Nord,Motel One Köln-Mediapark,53143fa1498e3fd9d294e47d,50.94697472359862,6.94546845037988,Hotel,True
1498,Neustadt/Nord,LeiLei,4b646812f964a520aab02ae3,50.94610080170755,6.945065420768576,Chinese Restaurant,True
1499,Altstadt/Nord,The QVEST,53b19fd1498e1ac3c13675ea,50.94338109311803,6.944882436622541,Hotel,True
1500,Neustadt/Nord,Meson El Cordobes,4c612e71b6f3be9acdfe6073,50.945442,6.940443,Spanish Restaurant,True
1501,Altstadt/Nord,25Hours Hotel The Circle,5b54808f9e3b65002c97e927,50.94222592030079,6.943312383922603,Hotel,True
1502,Neustadt/Nord,SUMO,4da6cac804377705c2ff207c,50.94700961947684,6.945257738195749,Sushi Restaurant,True
1504,Altstadt/Nord,Em Hähnche,4e0f50c68877936cb40e35d1,50.94372,6.945089,German Restaurant,True
1505,Neustadt/Nord,EGE Lounge,4d9e092ec4b5370474e8242e,50.94842939728002,6.945390321971962,Lounge,True
1506,Neustadt/Nord,August-Sander-Park,4bcd9121cc8cd13a75b1c2cf,50.949436257798624,6.948577985048511,Park,True
1508,Neustadt/Nord,Al-Andalus,4b05886ff964a520ebc522e3,50.94559820469621,6.94060501790563,Spanish Restaurant,True
1509,Neustadt/Nord,Bei Lena,4e176dbf88777e96476692c8,50.94609429617835,6.94466350096144,Gastropub,True
1516,Neustadt/Nord,Osman 30,4b3a8fb3f964a520f66925e3,50.948025881883474,6.943219767930982,Restaurant,True
1518,Altstadt/Nord,NENI,5b557e871acf11002c45a186,50.94202501986278,6.9436203497889135,Middle Eastern Restaurant,True
1520,Neustadt/Nord,Stadtgarten,4bc9dc64fb84c9b691bd1b3e,50.944557395196654,6.936846971511841,Park,True
1524,Neustadt/Nord,Cinedom,4b058870f964a52010c622e3,50.94768065337188,6.945133279077709,Multiplex,True
1526,Neustadt/Nord,Pantanal Rodizio,4b636628f964a5200a772ae3,50.94687872,6.94467341,Brazilian Restaurant,True
1527,Altstadt/Nord,Pullman Hotel Cologne,4b7297e8f964a520c97f2de3,50.9406361,6.9457735,Hotel,True
1529,Neustadt/Nord,Kompakt,4b058871f964a52073c622e3,50.94381113632415,6.939437977472633,Record Shop,True
1530,Neustadt/Nord,Club Déja Vu,4e0f957eb61c3fe4780f1a98,50.9483930631205,6.945651524066256,Nightclub,True
1531,Neustadt/Nord,Kaiser-Wilhelm-Ring,4b05886ef964a5205dc522e3,50.944657133650765,6.942487748125466,Plaza,True
1533,Neustadt/Nord,Kitchenette,4b83dd92f964a520451431e3,50.94571836551329,6.940064456683686,Vegetarian / Vegan Restaurant,True
1535,Altstadt/Nord,Päff Schankwirtschaft,4b05886af964a52038c422e3,50.94142052747821,6.941475253352442,Bar,True
1538,Neustadt/Nord,Publicis Sapient,4edf8e67f5b93f54c43d1565,50.94368289073243,6.940660696215901,Office,True
1540,Altstadt/Nord,Hommage,55b29fdf498ef0895602fb81,50.940584047879895,6.941621026672092,Café,True
1543,Altstadt/Nord,Sweet Sushi,4b98dfb4f964a520905335e3,50.939596447732086,6.947752548233069,Sushi Restaurant,True
1544,Altstadt/Nord,Jan von Werth,4bbe5022a55c76b05ecd6ee0,50.94430448330103,6.943662269877007,German Restaurant,True
1545,Altstadt/Nord,Sushi Nara,4b05886ff964a520ddc522e3,50.940644366236846,6.941455155039856,Sushi Restaurant,True
1547,Altstadt/Nord,Buchhandlung Walther König,4cb06355b4b0a35dfaa348ce,50.938571778249205,6.94490239016686,Bookstore,True
1549,Neustadt/Nord,Mc Lennon,4a172db1f964a52039791fe3,50.94643646810345,6.945808747857014,Bar,True
1551,Neustadt/Nord,Espressito,4d9b4185e086a35d44e0ccad,50.944683,6.9428854,Café,True
1552,Neustadt/Nord,Salädchen,4e086252c65b5bf277954d16,50.94463336392045,6.942441738107867,Salad Place,True
1553,Altstadt/Nord,Scotia Spirit Scotch Whisky Shop Köln,528e589311d2527898c5ce79,50.941247307988384,6.944645044328371,Liquor Store,True
1555,Altstadt/Nord,Bastians,4b190acaf964a52065d723e3,50.9393882755901,6.947334372498502,Breakfast Spot,True
1557,Altstadt/Nord,Brauhaus Päffgen,4b8a4de0f964a520b46732e3,50.94068113385619,6.941723991280825,Brewery,True
1560,Altstadt/Nord,D.Light,50c1bf9de4b0227e8a7a880d,50.94038921746238,6.945289651099189,Breakfast Spot,True
1564,Altstadt/Nord,NeoNeo Pizza & Antipasti,558d3013498e11fe51cecbb1,50.9412673282708,6.941289985466465,Pizza Place,True
1566,Altstadt/Nord,KölnTourismus,510fe71ffe70e738b5c0510f,50.941554270512576,6.956277818165207,Tourist Information Center,True
1568,Altstadt/Nord,Akira,4b817eddf964a52038aa30e3,50.94159380805228,6.941268809795693,Japanese Restaurant,True
1570,Altstadt/Nord,Friesen,4ce838c09f776ea8aacf5c22,50.94065,6.9436605,Bar,True
1572,Altstadt/Nord,La Bodega,4b05886af964a5206dc422e3,50.94041362518895,6.9432066463462006,Tapas Restaurant,True
1573,Neustadt/Nord,Antik Hotel Bristol,4b058869f964a5201ec422e3,50.944885495855424,6.943551652502672,Hotel,True
1574,Altstadt/Nord,Punto Pasta,54ad3e66498e6c2f6ddf74f7,50.942301228234776,6.955168412390313,Italian Restaurant,True
1575,Neustadt/Nord,Restaurant Acht,4b69c02cf964a520d0b12be3,50.94270686752424,6.936511085959771,French Restaurant,True
1576,Neustadt/Nord,Umleitung,4bc89d11af07a593d93b812d,50.94227670410407,6.935578494963081,Pub,True
1577,Altstadt/Nord,Zeughaus24,4bb7a820cf2fc9b692939e02,50.94108176196306,6.946692398681598,Concert Hall,True
1578,Neustadt/Nord,Vapiano,52810c2a498e8d51b44c58fe,50.94779466,6.94568557,Italian Restaurant,True
1580,Neustadt/Nord,Cavalli lounge,5724f771498eb1720bde89fc,50.94205077761077,6.940383560904597,Lounge,True
1582,Altstadt/Nord,Asien Shop,502013e7d86cf96568abbf84,50.93899660283942,6.944819184916384,Food & Drink Shop,True
1583,Neustadt/Nord,Royal Punjab,4b4c771bf964a520a8b326e3,50.94128550262639,6.93741915986242,Indian Restaurant,True
1596,Brück,Bäckerei Pelzer (Josef Pelzer),4efadb266da1f7b66406c808,50.94067711956693,7.072611141614767,Bakery,True
1664,Altstadt/Nord,Aussichtsplattform des Kölner Doms,4f9d440ae4b033dc2b86d409,50.940893375291104,6.957262500675635,Scenic Lookout,True
1670,Altstadt/Nord,Kölner Philharmonie,4c6105edde6920a19d649764,50.94053699108958,6.960486233290757,Concert Hall,True
1675,Altstadt/Nord,Gaffel am Dom,4b7409a0f964a520e7c42de3,50.941963147017965,6.956890138712155,Rhenisch Restaurant,True
1677,Altstadt/Nord,Museum Ludwig,4b88efb0f964a5204c1432e3,50.94082582524484,6.959862858636432,Art Museum,True
1678,Altstadt/Nord,Domplatte,4b05886df964a52008c522e3,50.94112758554119,6.95704723915354,Plaza,True
1681,Altstadt/Nord,Die Vitamin-Oase,51921bf7498e6750b2f7dccb,50.942347793982776,6.955118834675627,Juice Bar,True
1682,Nippes,Lohsepark,4bd433c777b29c74ca3a9282,50.95693995642503,6.952532529830933,Park,True
1692,Altstadt/Nord,Ludwig im Museum,4b61db93f964a52077272ae3,50.94099791784307,6.960608726726045,Café,True
1765,Altstadt/Nord,Rheinufer Altstadt,5202f81d498e593aca2577de,50.93882659733972,6.962870027971316,Pedestrian Plaza,True
1769,Deutz,Hyatt Regency Cologne,4b058869f964a52005c422e3,50.94045228502279,6.969155407788716,Hotel,True
1774,Altstadt/Nord,Senftöpfchen-Theater,4b058871f964a52060c622e3,50.939867139882935,6.960998360385026,Theater,True
1779,Deutz,Regency Club,4eb17c8830f855c20f33052d,50.94045637920903,6.969070814103277,Lounge,True
1784,Altstadt/Nord,Domschatzkammer,4fa8c689e4b01db6889aeda5,50.94136110103587,6.958894729614258,Exhibit,True
1788,Altstadt/Nord,maiBeck,52519c2b11d2334eef8aca94,50.940338891215816,6.962049220949743,Restaurant,True
1793,Altstadt/Nord,Heinzelmännchenbrunnen,4b05886df964a5200bc522e3,50.94006187756393,6.957138285593006,Fountain,True
1814,Neustadt/Nord,Innerer Grüngürtel,4b49d4b1f964a5204c7426e3,50.93898687065486,6.928081512451172,Park,True
1821,Ehrenfeld,Park Inn by Radisson Köln City West,4b7bbfe8f964a520c06c2fe3,50.9398698,6.9240579,Hotel,True
1823,Lindenthal,Clarenbachkanal,4e761283483b0cf5ed05ce26,50.93534857799256,6.92322769232654,Park,True
1830,Lindenthal,Caféccino Mobil,4e6890c7e4cda3907ed7a012,50.934736705256064,6.924158749639414,Café,True
1833,Lindenthal,Heng Long Asia Supermarkt,4bc06e12abf49521f033bf93,50.9364501,6.9226786,Grocery Store,True
1854,Neustadt/Nord,Gottes Grüne Wiese,4b2a959bf964a520d4ab24e3,50.94022196028374,6.9329873588023245,Bar,True
1855,Ehrenfeld,Vulkan Gelände,4c4007c8e26920a1415b5ce7,50.94808085908577,6.908558589310597,Plaza,True
1857,Braunsfeld,AMERON Hotel Regent Köln,4b9019fef964a520a97533e3,50.93841540265394,6.908759137246315,Hotel,True
1860,Braunsfeld,Flexx Fitness,522322da11d2a6baca87773e,50.93857,6.909709,Gym / Fitness Center,True
1863,Ehrenfeld,Live Music Hall,4b058870f964a5202ac622e3,50.94936250996008,6.909594297987529,Concert Hall,True
1866,Neustadt/Süd,Museum für Ostasiatische Kunst,4b05886ef964a52085c522e3,50.9350260750046,6.925594714056566,Art Museum,True
1867,Ehrenfeld,ALDI SÜD,4bfbbf7f65fbc9b66ebc916c,50.94514550628568,6.926482915878296,Supermarket,True
1868,Ehrenfeld,Gyros Greco,53c8f420498e9fb2734ab73a,50.944464,6.923362,Greek Restaurant,True
1870,Ehrenfeld,Hotel Imperial,4b058869f964a52003c422e3,50.94304518023969,6.92242330081254,Hotel,True
1871,Ehrenfeld,Qlosterstüffje,4ba7c204f964a520acb039e3,50.94645019259174,6.9248126834657935,Dive Bar,True
1872,Ehrenfeld,Aroy-D,4c87b7d872b1236a50717036,50.94813352825899,6.920842473890202,Thai Restaurant,True
1873,Lindenthal,Alt Melaten,4b6482abf964a52075b92ae3,50.93671,6.9141417,Eastern European Restaurant,True
1874,Ehrenfeld,nachtigall,50d7125ce4b0496abce59988,50.94981685021381,6.923089244798083,Dive Bar,True
1875,Braunsfeld,West Bowling,4b519dc9f964a520dc5027e3,50.93955024722198,6.909737156028124,Bowling Alley,True
1876,Lindenthal,H Innere Kanalstraße,500959dce4b0464557de7aaa,50.93771151928984,6.92467730046524,Bus Stop,True
1877,Neustadt/Nord,Nike Court,4bc9c8b368f976b0b1d05d83,50.94256261069946,6.930334885641105,Basketball Court,True
1878,Lindenthal,Bonus Gold,59958f7abfc6d002ef915578,50.93664211632613,6.915202170758103,Jewelry Store,True
1879,Neustadt/Süd,Jacques' Wein-Depot,4b058873f964a520cac622e3,50.936912937839615,6.926209843950346,Wine Shop,True
1880,Lindenthal,Clarenbach Rondel,51a46aa5498ea34bf9e8a6bd,50.9353241580948,6.917261518800975,Park,True
1881,Neustadt/Nord,U Hans-Böckler-Platz / Bf West,4c2c782d57a9c9b60b6df767,50.94361641114865,6.932901865138399,Metro Station,True
1882,Lövenich,ALDI SÜD,4da339f6b1c9370437c7f5a1,50.94695746236194,6.847058493219379,Supermarket,True
1883,Lövenich,SoccerWorld Köln,4b6d4a2df964a5207a6f2ce3,50.94979286558072,6.8399302406691245,Gym / Fitness Center,True
1886,Lövenich,L‘Osteria,5ab295ce9cadd96a86841711,50.952247,6.840086,Trattoria/Osteria,True
1887,Lövenich,Lidl,4d74eab32a4159413419b6b8,50.9463118,6.841607,Supermarket,True
1888,Lövenich,Burger King,570ea609498e02855ac3bedf,50.948434,6.848182,Fast Food Restaurant,True
1889,Lövenich,Netto Filiale,4c4abe929e6dbe9ac3aa010b,50.9465362,6.84692236,Supermarket,True
1890,Lövenich,Geldautomat Volksbank Köln Bonn eG,585bd69a727ba373f27db0ee,50.948238,6.84830148,ATM,True
1891,Lövenich,Silly Billy,4b9b5b7bf964a520550236e3,50.94997350672593,6.840308683646731,Indoor Play Area,True
1893,Kalk,FC-FanShop,4cc1b348f82ebfb7366b7091,50.93786457256003,6.996810436248779,Sporting Goods Shop,True
1895,Kalk,Il Futuro,4d4ee6468975a35db97213a8,50.937203762042486,6.999184900385276,Pizza Place,True
1896,Kalk,McFIT,4b209255f964a520393324e3,50.9428354,6.9982104,Gym / Fitness Center,True
1897,Kalk,Saana Restaurant,4c46d3b431e41b8d25d24a35,50.93769809327607,6.999781051250092,Middle Eastern Restaurant,True
1898,Kalk,Thalia,4b62f872f964a520775b2ae3,50.9379067,6.9979025,Bookstore,True
1899,Kalk,petek pastanesi,5481de79498e904ff13a334f,50.93804616613427,7.003408407431272,Café,True
